Row Labels,STATE_ABBREVIATION,STUDYYEAR,Average of MCBTO5,Average of MC6TO11,Average of MC12TO17,Average of MC18TO23,Average of MC24TO29,Average of MC30TO35,Average of MC36TO41,Average of MC42TO47,Average of MC48TO53,Average of MC54TOSA,Average of MCSA
Utah,UT,2011,132.4148276,132.4148276,132.4148276,132.4148276,108.0213793,108.0213793,108.0213793,108.0213793,98.50724138,98.50724138,67.54689655
Utah,UT,2012,128.5986207,128.5986207,128.5986207,128.5986207,106.4193103,106.4193103,103.9234483,103.9234483,97.17034483,97.17034483,73.70344828
Utah,UT,2013,124.782069,124.782069,124.782069,124.782069,104.8189655,104.8189655,99.82586207,99.82586207,95.83448276,95.83448276,79.86103448
Utah,UT,2014,141.3510345,141.3510345,141.3510345,141.3510345,115.9103448,115.9103448,109.9531034,109.9531034,106.4837931,106.4837931,91.8937931
Utah,UT,2015,157.9165517,157.9165517,157.9165517,157.9165517,127.0044828,127.0044828,120.0796552,120.0796552,117.1348276,117.1348276,103.9244828
Utah,UT,2016,161.0796552,161.0796552,160.9606897,160.9606897,133.8851724,133.8851724,126.2634483,126.2634483,122.5455172,122.5455172,111.9203448
Utah,UT,2017,164.2427586,164.2427586,164.0048276,164.0048276,140.7706897,140.7706897,132.4524138,132.4524138,127.9613793,127.9613793,119.9162069
Utah,UT,2018,167.4110345,167.4110345,167.0489655,167.0489655,147.6513793,147.6513793,138.6413793,138.6413793,133.3672414,133.3672414,127.9168966
Vermont,VT,2008,138.6435714,138.6435714,138.6435714,138.6435714,131.7092857,131.7092857,129.4,129.4,129.4,129.4,120.1578571
Vermont,VT,2009,150.1964286,150.1964286,150.1964286,150.1964286,144.42,144.42,138.6435714,138.6435714,138.6435714,138.6435714,129.4
Vermont,VT,2010,161.7514286,161.7514286,161.7514286,161.7514286,157.1292857,157.1292857,147.8864286,147.8864286,147.8864286,147.8864286,138.6435714
Vermont,VT,2011,168.7535714,168.7535714,168.7535714,168.7535714,164.3292857,164.3292857,154.2057143,154.2057143,154.2057143,154.2057143,147.2728571
Vermont,VT,2012,175.7578571,175.7578571,175.7578571,175.7578571,171.5285714,171.5285714,160.5271429,160.5271429,160.5271429,160.5271429,155.9
Vermont,VT,2013,185.2235714,185.2235714,185.2235714,185.2235714,179.4071429,179.4071429,166.4307143,166.4307143,166.4307143,166.4307143,159.7721429
Vermont,VT,2014,194.6907143,194.6907143,194.6907143,194.6907143,187.2864286,187.2864286,172.3307143,172.3307143,172.3307143,172.3307143,163.6435714
Vermont,VT,2015,200.92,200.92,200.92,200.92,194.8914286,194.8914286,179.35,179.35,179.35,179.35,165.4564286
Vermont,VT,2016,209.6085714,209.6085714,209.6085714,209.6085714,202.7478571,202.7478571,191.3157143,191.3157143,191.3157143,191.3157143,168.1928571
Vermont,VT,2017,218.2971429,218.2971429,218.2971429,218.2971429,210.6057143,210.6057143,203.2842857,203.2842857,203.2842857,203.2842857,170.9292857
Vermont,VT,2018,226.9857143,226.9857143,226.9857143,226.9857143,218.4635714,218.4635714,215.2528571,215.2528571,215.2528571,215.2528571,173.665
Virginia,VA,2008,,,,,,,,,,,
Virginia,VA,2009,147.9701493,147.9701493,147.9701493,136.608209,119.0746269,119.0746269,119.0746269,119.0746269,119.0746269,119.0746269,111.6119403
Virginia,VA,2010,151.0970149,151.0970149,151.0970149,139.8880597,122.1492537,122.1492537,122.1492537,122.1492537,122.1492537,122.1492537,112.1343284
Virginia,VA,2011,154.2238806,154.2238806,154.2238806,143.1679104,125.2238806,125.2238806,125.2238806,125.2238806,125.2238806,125.2238806,112.6567164
Virginia,VA,2012,157.3507463,157.3507463,157.3507463,146.4477612,128.2985075,128.2985075,128.2985075,128.2985075,128.2985075,128.2985075,113.1791045
Virginia,VA,2013,161.9922388,161.9922388,161.9922388,149.7341045,131.2114179,131.2114179,131.2114179,131.2114179,131.2114179,131.2114179,117.8286567
Virginia,VA,2014,167.1281203,167.1281203,167.1281203,153.4182707,134.433609,134.433609,134.433609,134.433609,134.433609,134.433609,122.7590977
Virginia,VA,2015,171.8045113,171.8045113,171.8045113,156.7293233,137.3684211,137.3684211,137.3684211,137.3684211,137.3684211,137.3684211,127.443609
Virginia,VA,2016,175.0002256,175.0002256,175.0002256,160.1380451,140.3509774,140.3509774,140.3509774,140.3509774,140.3509774,140.3509774,129.5234586
Virginia,VA,2017,178.1952632,178.1952632,178.1952632,163.5461654,143.3332331,143.3332331,143.3332331,143.3332331,143.3332331,143.3332331,131.6043609
Virginia,VA,2018,181.3909774,181.3909774,181.3909774,166.9548872,146.3157895,146.3157895,146.3157895,146.3157895,146.3157895,146.3157895,133.6842105
Washington,WA,2008,198.92,198.92,167.54,167.54,167.54,147.69,147.69,147.69,122.08,122.08,104.08
Washington,WA,2009,221.77,221.77,172.96,172.96,172.96,156.69,156.69,156.69,131.42,131.42,106.38
Washington,WA,2010,244.62,244.62,178.38,178.38,178.38,165.69,165.69,165.69,140.77,140.77,108.69
Washington,WA,2011,241.04,241.04,189.12,189.12,189.12,171.23,171.23,171.23,144.35,144.35,117.35
Washington,WA,2012,237.46,237.46,199.85,199.85,199.85,176.77,176.77,176.77,147.92,147.92,126
Washington,WA,2013,303.58,303.58,257.65,257.65,257.65,213,213,213,182.88,182.88,167.08
Washington,WA,2014,369.69,369.69,315.46,315.46,315.46,249.23,249.23,249.23,217.85,217.85,208.15
Washington,WA,2015,335.5233333,335.5233333,288.0830769,287.1764103,287.1764103,232.4064103,232.4064103,232.4064103,208.8664103,208.8664103,190.3115385
Washington,WA,2016,301.3533333,301.3533333,260.7033333,258.8912821,258.8912821,215.5812821,215.5812821,215.5812821,199.8912821,199.8912821,172.4728205
Washington,WA,2017,267.1866667,267.1866667,233.3274359,230.6123077,230.6123077,198.7610256,198.7610256,198.7610256,190.9125641,190.9125641,154.6307692
Washington,WA,2018,233.0189744,233.0189744,205.9492308,202.3271795,202.3271795,181.934359,181.934359,181.934359,181.934359,181.934359,136.7902564
West Virginia,WV,2008,112.3269091,112.3269091,112.3269091,112.3269091,89.86181818,89.86181818,89.86181818,89.86181818,80.87672727,80.87672727,80.87672727
West Virginia,WV,2009,112.2569091,112.2569091,112.2569091,112.2569091,92.79490909,92.79490909,92.79490909,92.79490909,83.81436364,83.81436364,83.81436364
West Virginia,WV,2010,112.1863636,112.1863636,112.1863636,112.1863636,95.72909091,95.72909091,95.72909091,95.72909091,86.75363636,86.75363636,86.75363636
West Virginia,WV,2011,112.1152727,112.1152727,112.1152727,112.1152727,98.662,98.662,98.662,98.662,89.69218182,89.69218182,89.69218182
West Virginia,WV,2012,125.3689091,125.3689091,125.3689091,125.3689091,107.4587273,107.4587273,102.9827273,102.9827273,94.02672727,94.02672727,94.02672727
West Virginia,WV,2013,125.3336364,125.3336364,125.3336364,125.3336364,108.9196364,108.9196364,105.9350909,105.9350909,96.98254545,96.98254545,96.98254545
West Virginia,WV,2014,125.2987273,125.2987273,125.2987273,125.2987273,110.3810909,110.3810909,108.8887273,108.8887273,99.93927273,99.93927273,99.93927273
West Virginia,WV,2015,125.2634545,125.2634545,125.2634545,125.2634545,111.8427273,111.8427273,111.8427273,111.8427273,102.8945455,102.8945455,102.8945455
West Virginia,WV,2016,127.8692727,127.8692727,127.8692727,127.8692727,115.9643636,115.9643636,113.0065455,113.0065455,105.5621818,105.5621818,105.5621818
West Virginia,WV,2017,130.4738182,130.4738182,130.4738182,130.4738182,120.0852727,120.0852727,114.1712727,114.1712727,108.2309091,108.2309091,108.2309091
West Virginia,WV,2018,133.0798182,133.0798182,133.0798182,133.0798182,124.2081818,124.2081818,115.3350909,115.3350909,110.8992727,110.8992727,110.8992727
Wisconsin,WI,2008,164.5450704,164.5450704,164.5450704,164.5450704,146.6747887,146.6747887,146.616338,146.616338,137.4778873,137.4778873,131.621831
Wisconsin,WI,2009,165.8838889,165.8838889,165.8838889,165.8838889,149.3915278,149.3915278,149.3309722,149.3309722,138.8802778,138.8802778,131.9551389
Wisconsin,WI,2010,171.1265278,171.1265278,171.1265278,171.1265278,155.3515278,155.3515278,155.255,155.255,141.7654167,141.7654167,134.9466667
Wisconsin,WI,2011,167.7659722,167.7659722,167.7659722,167.7659722,152.24625,152.24625,152.24625,152.24625,144.0626389,144.0626389,135.5809722
Wisconsin,WI,2012,176.48125,176.48125,176.48125,176.48125,158.5048611,158.5048611,158.5048611,158.5048611,147.9166667,147.9166667,140.0604167
Wisconsin,WI,2013,179.5156338,179.5156338,179.5156338,179.5156338,162.6791549,162.6791549,162.5712676,162.5712676,151.1611268,151.1611268,143.1553521
Wisconsin,WI,2014,182.0359155,182.0359155,182.0359155,182.0359155,166.2397183,166.2397183,166.0243662,166.0243662,153.9416901,153.9416901,145.6150704
Wisconsin,WI,2015,187.8602817,187.8602817,187.8602817,187.8602817,168.5977465,168.5977465,168.4670423,168.4670423,156.3895775,156.3895775,146.8002817
Wisconsin,WI,2016,191.2722535,191.2722535,191.2722535,191.2722535,171.3747887,171.3747887,171.2704225,171.2704225,159.5591549,159.5591549,150.811831
Wisconsin,WI,2017,194.6838028,194.6838028,194.6838028,194.6838028,174.1508451,174.1508451,174.0725352,174.0725352,162.7283099,162.7283099,155.34
Wisconsin,WI,2018,195.4789855,195.4789855,195.4789855,195.4789855,176.5014493,176.5014493,176.5014493,176.5014493,161.75,161.75,151.515942
Wyoming,WY,2008,,,,,,,,,,,
Wyoming,WY,2009,,,,,,,,,,,
Wyoming,WY,2010,,,,,,,,,,,
Wyoming,WY,2011,,,,,,,,,,,
Wyoming,WY,2012,,,,,,,,,,,
Wyoming,WY,2013,,,,,,,,,,,
Wyoming,WY,2014,159.6630435,159.6630435,132.4047826,132.4047826,130.7482609,130.7482609,134.3973913,134.3973913,134.3973913,134.3973913,99.36217391
Wyoming,WY,2015,152.1813043,152.1813043,133.4517391,133.4517391,128.7691304,128.7691304,128.7691304,128.7691304,128.7691304,128.7691304,102.7417391
Wyoming,WY,2016,147.3152174,147.3152174,134.4969565,134.4969565,129.4113043,129.4113043,125.6486957,125.6486957,125.6486957,125.6486957,111.0743478
Wyoming,WY,2017,142.4495652,142.4495652,135.543913,135.543913,130.0534783,130.0534783,122.5278261,122.5278261,122.5278261,122.5278261,119.406087
Wyoming,WY,2018,137.5852174,137.5852174,136.59,136.59,130.693913,130.693913,119.4065217,119.4065217,119.4065217,119.4065217,122.7843478
Grand Total,,,145.9306087,145.9299771,142.7693625,139.8209969,130.4827678,128.2984745,122.1976819,122.1971924,120.1148485,120.1151664,101.2342525
